0.000000000000000000e+00 9.087533705236618131e-02 -6.304789291408628704e-02 1.986237134630878046e-02 6.563235519915953334e-04 6.372178147467360415e-03 1.109382478303459893e-03 -1.013872913498674311e-02 -2.929673484941813094e-03 -2.341332227715966097e-04
1.000000000000000056e-01 9.964405673956741594e-02 -3.092181610554111532e-02 3.843528680783580426e-02 -2.093102586688315794e-02 -1.237842022017350899e-02 -8.336931331109605561e-03 -7.819919165112331622e-03 -8.259004042111868157e-03 -8.968692369569111755e-03
2.000000000000000111e-01 -3.232987461289517361e-02 -5.652421694670053606e-03 1.671337062396367756e-03 -3.602459123391318907e-02 -3.766386818689371196e-02 -1.565675781481701626e-02 -1.085333942188154190e-02 -1.591141778436456350e-02 -1.684891933848911560e-02
3.000000000000000444e-01 -1.234591203150662841e-01 -3.584718271579940413e-02 -9.766331425074686878e-03 -9.744998106172056765e-03 -1.289564583024709922e-02 -1.585751639168710148e-02 -2.267024694342188729e-02 -1.922654413926929221e-02 -1.826043301158032650e-02
4.000000000000000222e-01 1.622030784317894936e-01 3.620987500324912567e-02 -4.375249421458402704e-02 -1.303661162615100434e-02 -1.940823107155321622e-02 -1.430030455212044291e-02 -2.189379251245146540e-02 -2.100810264656819554e-02 -2.181718301560090986e-02
5.000000000000000000e-01 -5.471727386907395546e-02 9.100781257132797841e-02 -2.851852334874922790e-02 -1.932338039437292085e-02 -1.561629898634339653e-02 -1.866616631371919091e-02 -2.081386391882375161e-02 -2.219018310058847726e-02 -2.013815716088416044e-02
6.000000000000000888e-01 5.719476466525745539e-02 -1.021581722663704450e-02 -5.971351650727994842e-02 3.674194453201187066e-03 -1.997996305808526218e-02 -2.070930401514771771e-02 -1.877318776183815874e-02 -1.832097753490401215e-02 -1.581507027299852361e-02
7.000000000000000666e-01 -1.573545995799937591e-01 -9.239915614805005450e-02 -1.126121410672216439e-01 2.778791444823664955e-03 -3.402851724488807628e-03 -1.223066657158768632e-02 -9.959995655920945296e-03 -9.689410577011120171e-03 -9.280594111030006019e-03
8.000000000000000444e-01 1.660607913841702366e-02 -1.932010380729533294e-02 7.287718402799283832e-03 8.218271200347545061e-03 1.599886219723295130e-03 3.313634608272640787e-03 -3.517636033816731733e-03 -2.455553726967716135e-03 -3.990919148942685332e-03
9.000000000000000222e-01 3.304500612664429404e-02 7.423951530867915413e-03 -1.062557597162096246e-03 -1.383250786036348962e-02 7.743275854488907567e-04 -3.470868972996494356e-04 3.716938532538040935e-03 3.265687336350703990e-03 6.175702327506922551e-03
